question_id,question_title,question_body,question_vote
33426037,c++ binary search tree error with root children,"
I'm trying to build a binary search tree with words. However, when I use the code above , I can only reach my root, root's left and right children seem to be null.
Code: 
",1
33422724,Binary Tree (insert and search within radius),"
I am writing a binary tree search program but I'm not sure how to add nodes and search through them. The nodes come from a .txt file that is being read with a different file so just assume that already works. 
The text file looks like:
Name     Location
Old Building 31.2222
New Building 21.2111
Like I said, the program already reads in the file so that's not an issue. However, I have to insert the name and location into the nodes of the binary tree. Then I have to search everything within a range which is where the plus minus comes from. 
Side note: my copy constructor may be incorrect as well though it complies properly.
Thanks for the help!
",0
33354700,Search function - Linked List,"
I am working on a search function to search a linked list for a specific value. When it finds that value I want to output its position. I cannot seem to get past the first node without getting an error. I think something is wrong with the loops but I'm not sure what.
",-2
33338942,C++ Closest Array Search,"
OK so for my homework I have to make an array with 5 random values in it, ask the user for a number to search, then return the index of the number searched. All this is easy(or at least ive done it) but now if the number the user enters doesn't exist in the array then i have to still return the closest to it.
Example 1:   
Returned Index = 2  (the index of 198)

Example 2:   
Returned Index = 1   (the index of 38) 
... 
here is what my function looks like, i just need help on how you would find the ""Closest"" instead of returning -1.
}
",-4
33165238,Do a full text search for a huge list of regex in very large files,"
I have a list of large files and a list of regex. I need to find all occurrence of each regex in each file i.e. I need to do a full text search 
Doing a re.search or compiledReObj.search (python 2.7) on each line of each file for each regex is very very slow.
So I have come up with a better but not foolproof solutions of breaking the entire file into words and their occurrence lines so that, I have a dict with keys as words(greater than 2 chars) and their value is a list of line numbers they occur in.
Now I have extracted some words from the regex. The intersection of line numbers of these words as the key in out previous dict gives us a list of line numbers which have all of these words. Now i do re.search or eqv just on these lines, which is very fast as compared to the first method mentioned for my data set.
Are you guys aware of any better method to solve this problem??
I may not need a perfect solution. A miss here and there can be tolerated. Please let me know if more information is needed.
E.g. A list of regex = ['(someword).*\d+(someword)', '(someword)\s+(someword)',...]
Currently i have a list of 100 regex, likely to expand in the future. But do note, the regex are not that complex.
The files i need to search for range form 100KB to 150MB presently. These are simple logs files obtained from various sources, eg. logcat(Android), kmsg, etc. The format of the log files can be enumerated with some effort.
",0
33028955,How to search for the value of an object in a json file?,"
I'm trying to search for the value of an object in my json file.
If my json file is this:
How would I be able to do something like (in pseudo):
So that the end result would be
I am using the json parser Json for Modern C++ (https://github.com/nlohmann/json). I'm new to C++ so I'm having difficulty understanding the README. I'm using Xcode (version 6.4)
I've tried using this:
But it doesn't seem to work. I know how to print the value of an object if I know its positon using this code:
Which would result in:
Also, I'm also looking for a way to read the first part of a value. For example, if I wanted to list the names of people whose birthdays are during or after the year 1992, it would print:
Any guidance would be appreciated!
",0
32980530,How do I know which the average search by value complexity of a data structure?,"
Which of the following containers have average search by value complexity equal to O(log(n))?
Which ones have O(n) and O(n^2)? 
",-2
32924536,Using FindFirstFile/FindNextFile to search for a file in EVERY directory.,"
So what I want to do is look for a program like ""notepad"", then it will start in C:\ drive to see if notepad is in there, if not load the top folder check in there, load those folders check, etc.
I just want the program to search every directory until it finally finds ""notepad"" 
",0
32707406,Modifying data of custom data structure,"
I have an input file that I'm trying to parse in order to perform operations like DFS, Best-First Search, A* search, etc.
It looks like this:
For the code, I created a class for the nodes in the Adjacency list and a class for the graph. I have managed to parse all the input except the last one, the heuristic evaluation numbers. Here is my code:
Here is the main() function where I am trying to parse all the values from the input file:
How can I take in the h values and associate them with the correct nodes? I am confused because I am calling the addEdge() function to add the edges between the nodes before taking in the h values. I tried to use getters and setters but I am not able to implement those concepts because I am a novice.
Thanks!
EDIT 1 : Added comments.
EDIT 2 : The class structure is supposed to be this:
For the adjacency list node class, AdjListNode:
Each node has 3 attributes; an integer v to identify it, a weight for calculating the cost to reach that node, and a heuristic value h which I am confused on how to assign because I have already called the constructor and would be parsing the h values from the input file later.
I know I am missing some elementary concept here.
For the class Graph:
A list stores all the AdjListNode type nodes as an adjacency list. I need to perform A* search on this.
",0
32515045,Variable has different value depending on the function calling it,"
I'm writing a c++ program to attempt to emulate batch scripts. Currently I'm attempting to implement a variable system. I have the system all set up so that every time the user creates a new variable, it is added to a vector as the name of the variable, a comma, and then the value. I have some algorithms set up to split the string by delimiter (comma) and return a vector with the first entry being the name, and the second being the value. When using these algorithms to print the name, the name of the variable is successfully printed (in this case, ""test""). however, attempting to use this same variable in a linear search algorithm, the variable is ""test,123"" instead of just ""test"". Below is the code that is causing this error.
Below is the search algorithm.
When the user initializes a variable (in this case, with the name of ""test"", and the value of ""123""), the first cout statement prints ""test"". However, the cout statement in the linear search algorithm prints ""test,123"" and returns -1. Why does the variable have a different value when passed to the search algorithm?
A full copy of the code can be found at the github repo if it's needed.
",-3
32509690,Why My Code Is Not Working For Values Greater Than N=508?,"
Code for generating a multiplication table from 1 to n and to find the frequency of any given number x
Program Is Coded In C++
",-6
32149680,How to run this code in less than 1 second?,"
How can I solve this problem without getting time limit exceeded 
http://codeforces.com/problemset/problem/474/B
I tried putting all ranges in a 2D vector then looking for the desired index using binary search but it seems that the loop in the fn BS() takes a lot to execute as the size of the vector can be 10^6. 
here is my code:
",0
31993547,Skip List Explanation (Data Structures and Algorithms in C++ by Adam Drozdek),"
Can someone please explain the skipListSearch() and skipListInsert() method? The code is from Adam Drozdek's book Data Structures and Algorithms in C++. 
In this skiplist, inserting does not require list restructuring and nodes are generated so that the distribution of the nodes on different levels is kept adequate.
maxLevel = 4. For 15 elements, the required number of one-pointer
nodes is eight, two-pointer nodes is four, three-pointer nodes is two, and four-pointer nodes is one. Each time a node is inserted, a random number r between 1 and 15 is generated. If r < 9, then a node of level one is inserted. If r < 13, a second-level node is inserted. If r < 15, it is a third-level node. If r = 15, the node of level four
is generated and inserted.
",0
31869003,QT: Searching through QTreeView/QFileSystemModel with a QDtring for a QModelIndex index,"
I'm working on a custom QDialog for the user to choose a directory on the filesystem. I'm using a QFIleSystemModel inside a QTreeView. Whenever the user selects an item in the QTreeView the directory is written to a QLineEdit. My problem is I would like to do the opposite of-sorts by expanding through the QTreeView nodes by taking the typed text and... well... obviously expanding the nodes if the text typed is an existing, absolute path.

I've searched for quite a few variations of my problem(although I know it's very loaded) and looked through a lot of the documentation of the classes but I can't find anything to really help me. I'm guessing I need to use QTreeView::expand(const QModelIndex) to expand them after finding but searching through the index is my biggest problem as of now. I'm open for any suggestions and any help is truly appreciated. Thank you in advanced and sorry for making such a wall of text.
",0
31856107,lower_bound for more than one value in c++,"
Suppose I have a sorted vector of numbers from 0 to 1. I want to know the indices, where values become larger than multiples of 0.1 (i.e. the deciles. in the future maybe also percentiles).
A simple solution I have in mind is using std::lower_bound:
Since the vector can be long, I was wondering if this can be made faster. A first optimisation is to not search the part of the vector below the previous decile:
But, assuming lower_bound performs a binary search, this still scans the entire upper part of the vector for each decile over and over again and doesn't use the intermediate results from the previous binary search.
So ideally I would like to use a search function to which I can pass multiple search items, somehow like:
is there anything like this already around and existing in standard, boost, or other libraries?
",0
31666972,C++ - Search vector via custom key based on elements,"
I have a vector of structs which have about 100 members within the struct. The vector itself can grow to be as large as 1000 elements. I am trying to find a simple way to search the list based on a set of 3 elements every struct contains amongst its many members:

std::string firstName;
std::string lastName;
size_t age;

I'm trying to find a way to search the vector based on a key derived from these three values, rather than iterating through the list and doing something like:
I am looking for faster methods that take advantage of the underlying logic in std::vector to operate more efficiently, and if I want to search by different key tuples, I just change a couple lines of code rather than writing another search function. Is such an approach possible?
",2
31512069,Find runs of consecutive values in int array,"
Let's say I have this integer array of separate integer elements:  
I'd like to find out if there exists 0000 in this array, which obviously does not, but 000 exists. Same goes for other lengths of consecutive runs.
I know this is easily done with strings, there are built in functions for this, but is there something built in which accomplishes what I want to do?
Or is there another easy method I overlooked? All I can come up with are complicated non efficient algorithms going through the array and saving values in a temporary other array.
",3
31479226,"Complexity of the ""Search words/strings in Matrix of Char"" Algorithm","
I have a task to search in a grid of letters (20×20 <= MxN <= 1000×1000) words (5 <= length <= 100) from a list. Any word hidden in the grid is always in the form of a zig-zag segments whose length may be only 2 or 3. Zigzag segments can only be from left to right or from bottom to top.
The complexity required is equal to the product of the number of letters in the grid and the number of letters from list.
For grid:
and list of  words {""forward"", ""iterate"", ""phone"", ""satellite""}
output will be
I did this in C++:
I saved all prefixes and words in an unordered_map<string, int> where key is prefix/word and value is 1 for prefix and 2 for word. Now I do something like this (pseudocode):
where:
This implementation works great for random chars in grid and words from dictionary but  complexity C ≃ O(M * N * 2K) > O(M * N * R)  A better approximation C ≃ O(M * N * (1,6)K) because of the restrictions of length segments
Worst case: max grid, max word length and same single char in grid and word
How can I archive the required complexity? It is possible only with the given restrictions?
",5
31356239,Significance of Equal To in Binary Search,"
I am implementing binary search in C++. Here is my code:
Question 1
In some implementations, I see people use 
while in some they use
Is there any conceptual difference between preferring one way ? Any possible sources of error if I don't use == ?
Question 2
In case the element is not found, is l guaranteed to be the position in which the element could be inserted so that the list still remains sorted ?  Is this valid while using equal to or not using equal to ?
",0
31345161,Template recursion using binary search,"
Consider this working code I wrote:
So foo is a template function and here a run-time int is passed and searchFooBinary uses a binary search to find the correct int value for the template argument.  So far so good, but I don't want to write this binary search function for every new function like foo.  How do I generalize the use of foo in searchFooBinary to the more general f?  If a template function pointer is not allowed, what would be a workaround to achieve this goal?
",0
31283913,How do I search a string for specific characters and replace them?,"

This question already has an answer here:


Replace substring with another substring C++

                    14 answers
                



Hey I know this is a stupid question but I really need to complete an exercise in my programming class, and I can't find the solution anywhere.
Essentially I need to search a 'tweet' for abbreviations like lol and replace them with actual words. 
I've tried this code but it deletes the beginning of the string sometimes.
Sorry for the dumb question and thank you so much in advance!
",-2
31240390,How to set needle type in std::binary_search,"
I have the following simple program that will binary_search for an item:
How can I search the vector of Records based on another type of T? For example std::string instead of Record?
Something like:
Is what I want - basically I don't want to construct a Record to search for it as this presents a performance issue for me.
",2
31217897,Why is this simple binary search not returning correct value of mid though outputiing correct mid value?,"
for A = {1,2,3,4} and function call b_search(3, 0, arr.size() - 1, arr) //arr being a vector.
 When I print mid inside the function it returns 2 but when I return mid in place of printing mid it returns value 0.
",-1
30945464,Select elements from a list according to their properties,"
I am developing an application aimed to render a huge number of shapes. Each shape can be assigned to a specific layer.
I get the input data as a list of shapes, where for each shape I have a string property that represents the layer to which the shape belongs.
Now, I need to develop a method that allows me to select (draw) only those shapes that belong to a given list of selected layers. 
In pseudo-code:
The point is that I would like to perform this operation as fast as possible; therefore I need to choose the right data structures and a proper algorithm.
The list of selected layers is a list of strings (1÷100 different layers), but if needed for performance reasons, it could be converted to other data types.
The shapes are sorted according to their z-order.
",6
30805786,sum of rows maximum and minimum is not correct. whats the issue?,"
I have a C program. I calculated the sum of each row of array and then compared them to find which row is minimum sum and which is maximum sum. But my program sometimes give correct output but sometime wrong. Where is the issue? please help me. Thanks
",-1
30703440,Return reference from binary search tree C++,"
Consider the following search function in my binary search tree.
Whenever I access/ search for a data that isn't root my program crashes when I go to assign that data.
What am I missing?
Note:Understand that perhaps I could just use a function pointer in my traversal to do return values but for the purpose I'm using my tree for search will return a reference to the object.
",0
30635184,Multi step reasoner in c++ templates,"
I am looking for a simple implementation of a planner/search algorithm implemented as compile time c++ templates. The application for such a thing is partly academic, partly driven by practical needs for code verification. 
Here is the essence of what I am looking for: Imagine a search algorithm to plan actions from a 'Start' state to a 'End' state.
Now I would like to use the magic of templates to find a sequence of steps (using SFINAE or other tricks). How can the following be achieved?
",1
30544272,Mesh 2D triangulation,"
I am trying to make a program that for a point in space find the triangle in the mesh containing it. I have some intermediary step.
But i am trying to find another way to do it because it's not efficient.
First:
For K a triangle and i a vertex of this triangle to be able to find the adjacent triangle and opposite to this vertex.
The hard part is that it need to be done in O(nt) or O(ntlog2(nt)) for all the triangle in my mesh. 
I wanted to use unordened map in order to store all the side of each triangle that way I could find the triangle I am looking for in O(1) each so for all the mesh in O(nt).
But I don't know how to code my unordened map in order to have the 2 vertex's values in the first colone and the triangle's number in the second and third column.
My mesh attribut are:
If you have any help, it would be really nice.
",0
30520865,Highlight text that matches a search string in Qt5,"
First let me explain what I'm trying to achieve:
In your browser, hit Ctrl + f and type ""q"". The result of that operation is what I'm trying to achieve. It seems like this should be a solved problem, but despite the many hours I've spent researching, reading documentation, and asking around in the Qt IRC, I'm still stuck. Maybe somebody here will be able to give me a hand.
The following Qt classes are what I'm currently dealing with, in case you want to brush up a bit.:
Qt::DisplayRole
QModelIndex::data
QAbstractItemView::setDelegate
QTextEdit::setExtraSelections (only as a reference)
QAbstractDocumentLayout::Selection
QTextDocument::drawContents
QStyledItemDelegate::paint
QStyleOptionViewItem
QStyleOption::rect
QTableView
QAbstractItemModel::match
Learn to Model/View Program with Qt
So now, let me explain how I have things set up, and what the results of my research and interactions with the Qt IRC has lead me to believe I should do.
I am using a QStandardItemModel along with a QTableView. Each row that gets appended to the QStandardItemModel has several columns. As we know, each of these columns is represented in the QStandardItemModel as a QModelIndex. We can pull its displayed text by accessing its data(Qt::DisplayRole).
Conveniently, given a search string, QStandardItemModel::match will return a QModelIndexList of every QModelIndex that, well, matched in the column. Of course, if you have several columns in every row, you would need to preform this match over each column, but I can worry about performance here later.
So cool, that problem is solved. We have our list of every QModelIndex that had a matching string. Now, what I want to do is highlight that string in each column. For example:
Search string: ""col""
This is a column | This is aColumn | This is aColumn | This is a co
Parts that would appear highlighted are what I have in bold above. In order to achieve this, I knew from reading the Model/View docs that I needed to subclass a QStyledItemDelegate and reimplement its paint function. So I started there.
The next problem to solve would be, how in the world to select a specific piece of text in the DisplayRole and only highlight it? You can't use Qt::BackgroundRole, that would set the entire index's background color. Enter QTextDocument.
I still need to do more digging to see how exactly I can implement that behavior, but from what I was told in Qt IRC, QTextEdit has a function called setExtraSelections. Looking at how that is implemented, it leverages QAbstractTextDocumentLayout::Selection and various cursor functions available to me in QTextDocument.
However, sadly I cannot even begin to solve that problem, because the first step is to actually ensure that I can render a QTextDocument to the QTableView  with my reimplemented custom delegate paint function. This is where I'm stuck currently. I've seen this post, here and the one it references:
Similar question that doesn't solve my issue
Its not exactly what I was looking for, but I figured it would help me at least get something rendering. It looks though like in his code, he's drawing the control (which is literally what QStyledItemDelegate does), and then tries to paint his QTextDocument over it. Maybe that's not what that is doing but it sure looks like it.
In any case, when I tried that, it looked like the QTextDocument had no effect. If I commented out the drawControl call, then no text would be rendered at all. Here is my code for that:
You can see I just typed text ""Things"" to see if I could just get that to render. To no avail.
Before summarizing my question I want to mention that no, I cannot use a QTextEdit. There are specific columns that I need to word wrap, while others I do not want to word wrap. QTableView displays the data exactly as I expect to see it.
So my question is this:
Is the QTextDocument rendering through the paint event of a subclassed QStyledItemDelegate the preferred way to handle this? If not, how else should I deal with it?
If so, how do I make it work as I expect? What is wrong with the code that I have?
Bonus 2 parter question
Once I can render, how can I actually leverage the QTextDocument API to highlight only specific pieces, given that the list of model indexes that contain the text to be highlighted is discovered in a completely different function and at a different time than when the paint function executes?
Update 0
Using the QTextDocument API to make multiple selections is looking like an impossible feat. The column that I would be drawing contents to needs to word wrap and expand. 
From what I can tell, I calling drawContents manually means handling resizing, word wrapping, and many other things manually which is not a path I want to go down if that is indeed the case.
I've got another way in mind, I will update if it works.
Update 1
I have accomplished what I want in another way. Unfortunately, I cannot use Qt for what I want. Qt's Model/View system is entirely too inefficient and getting it to do what I need causes it to be extremely and unacceptably slow. How did I accomplish the highlighting?
I will describe in an answer. If nobody gives me a better answer, I will pick mine as the best.
",1
30364406,How to check presence of an element in C++ array,"
I am a bit stuck as to how to write some code that will check if any positions in a 2D array contain a certain variable.
So imagine a 2D array that is 8x8, and each element has a value of either -1, 0, or 1. I want to continue running code only if both -1 and 1 are found within the array.
My problem is that I only know how to loop through the entire array such that I can get the value of the last element and test whether it would be -1 or 1, rather than testing if any of the array elements are 1 or -1.
I hope the code below illustrates what I am trying to do. Thanks.
",0
30292434,Constructing palindrome from a list of words,"
Recently I was looking through some interview questions, and found some interesting one:
You are given a list of word. Find if two words can be joined to-gather to form a palindrome. eg Consider a list {bat, tab, cat} Then bat and tab can be joined to gather to form a palindrome. 
Expecting a O(nk) solution where n = number of works and k is length 
There can be multiple pairs, just return true if found one.
Also, in the comments one of the approaches was this:
1) Add the first word to the trie ( A B)
2) Take the second word (D E E D B A) and reverse it (A B D E E D)
3) See how many letters in the reversed word you can match in the trie (the first 2)
4) Take the rest of the string (D E E D) see if it is a palindrome if it is you are done return true
5) add the second word to the trie (D E E D B A)
6) go back to step 2 with the next word
7) when out of words return false
But in my opinion this is not an O(nk) solution.
Can anyone suggest a solution?? Or explain why the algorithm described above is O(nk)??
",1
30112462,"binary search program. giving correct output still showing """"Time Limit Exceeded"""" Error while applying test cases","
showing time exceeded while running.
please help me out.
running and also giving correct output some times.
",-2
29940219,How do you make a c++ program search for a string?,"
How do you make a c++ program search for a string?
I'm new to the programming language c++.
Is there a way so that my program will look for a string of a .txt file and do something if the program found it?
",-6
29837749,2-3 Tree: How do i search for a node?,"
This is my code so far:
Its a 2-3 tree implementation 
So I am able to insert numbers into my tree using a text file but now I need a function to help me search for a node Any pointers on how I can get started?
Really would appreciate the help, thanks!
",0
29836750,Getting Stuck On the Algorithm for q bishops on an n*n chessboard,"
I'm using C++, but my question is more about algorithms than implementation.
The problem is the following:

Write a program that inputs two integers n and k, where n>=k. Your program should calculate the number of different ways that k bishops could be placed on an nXn chessboard.

My basic idea is to represent each bishop as a struct with an X value and a Y value. Then I place the bishops on the board to get a configuration.
I have written a method called moveToNextPlace that allows me to move a bishop into the next available spot. I return a string to help with debugging.
I then set the board to an initial configuration by calling findSolutions with my desired settings.
I then want to keep backtracking until I have a total number of solutions, but I get stuck on how to find the next solution.
I thought I could write a findNextSolution that keeps getting called at the end of the findSolutions function until it reaches a cycle. But I don't know what algorithm to use to find the next solution.
",4
29769248,How to search a string in the another string in c++?,"
in the function, if there is ""dal"" in the string s1, return 1.
else return 0 
",-2
29734631,How to create a Tree for DFS/ BFS,"
So here is a binary tree if created,[no longer BT] What steps would be necessary to make this into a general tree/dynamically creating children tree which then can perform DFS/BFS? 
Edited:
Have added Node Vector for children, am I on the right track? Please keep in mind I will have to dynamically generate children of a char array(or int array), (not like how I have hard-coded here).
If I am going about the implementation properly, could you please direct me in a proper way to generate the children dynamically, such that the string ""012345678"" will have 2 children (""102345678"") & (""312045678""), or string ""283164705"" will have 3 children (""283164075"") & (""283104765"") & (""283164754""). 
",0
29716790,"Run-time error ""istreambuf_iterator is not dereferencable""","
Below is an example where I try to find a needle ""8.0.4"" whithin the text in addreses.txt. I use search from the algorithm library. However I get a runtime error on the search line (debug assertion failed) saying that ""Expression: istreambuf_iterator is not dereferencable""
I have verified that the file is read correctly, by iterating through it using a simple while loop. Does anyone have any idea what I'm doing wrong here? I'm using Visual Studio 2013.
Thanks in advance!
",0
29634947,C++ Binary search algorithm to work like lower_bound,"
I do have another question following my previous -
I am creating a version of lower_bound with something like binary search. With the BinarySearch function I find a place where to insert the new item and with the for cycle I do move the rest of the array and insert the right item so I can insert it to the right position. 
But the following BinarySearch function does not work properly. 
Can anyone see why?
",0
29631839,C++ Binary search like lower_bound,"
I do have problem with my binary search which should work a little like lower_bound. This gives me a segfault in 5th run. Can anyone see a problem ? Thanks
",0
29621581,LeetCode TwoSum solution not working,"
this is the code i have written for TwoSum problem in leetcode,instead of using HashMap whose time complexity is O(n) i used binary search whose complexity is O(logn)
The problem i'm facing is the input i give to the array numbers[i] takes only 3 values and from then it stores junk values even after assigining proper inputs from console
this program has been compiled  succesfully on Turbocompiler on system
",1
29608520,Iterating through a list and searching for each element in another list in c++,"
I have created a list of 4 elements called ""worklist."" I have another list called ""choicelist"" which has around 40 elements in it. I want to check if any of the elements in ""worklist"" are present in ""choicelist"".
I understand that I'd use ""std::find"" from  to search, but how would I go about checking for each element IN ORDER from ""worklist"" in ""choicelist""? 
Baring in mind that once an element from ""worklist"" HAS been found in ""choicelist"" I want the search process to end (and preferably some kind of notification about which element in ""worklist"" was the first one to match).
",2
29605792,how to search a specific word in a file made by ifstream function in c++,"
I made a c++ program which does:
1.read form file all previously recorded events
2. Add event  to the calendar
3. Remove event from the calendar
4. Search for event by name to get its description 
5. Preview all Events of a Certain day (user enter the day) Sorted
Now I want to make num 4 that I allow the user to input a name and search for that name in the file which i added an event in before.
Here is what I tried and it doesn't work for me:
the event structure 

Event Name : fcis 
  Date : 22 / 2015
   Time : 12 : 11 
  Place: university 
  Event Discription : hi hi hi hi lol no yes ----------------------------------------------------- Event Name : fcis 2 Date : 22 / 2018 Time : 9 : 20 Place: warrak Event Discription : asdaksjbdaskjdncc ssskA ------------------------------------------------------- Event Name : support - then { new line and so on} Date : 5 / 2015 Time : 9 : 30 Place: abasya Event Discription : saldasjkldh – 

",0
29575346,Battleship AI Implementation,"
The figures in the walkthrough portion of this article detail the algorithm fairly well.
I've developed the following short program:
It sets the initial probability of the squares whose precedence is set by the size of its corresponding integer values in the array of values.
However, I'm not very well versed in probability theory, and am uncertain how to approach and understand the necessary methods for manipulating the probability of the squares (and by association, their values) in order to accurately assign the probability at any given square after some shot is taken at that square.
An explanation of the effects of a shot on the probability values of the squares within the grid would be helpful.
",2
29436003,"Complete Search - ""Damaged"" Chess Table C++","
I'm in the middle of a problem. This problem consists in reading a table of chess that have ""bugs"", and I have to present a solution to find nice chess squares.
Table:

The point of this exercise is to run all squares of the table and calculate how many good chess squares I can found. Then I have to print the biggest area.
Input example:
Output example:
Good Squares: 

There are many ways to do this, like Dynamic Programming, but I'm still new at this, so I'm using Complete Search to find all those squares. And I need help with this.
My code:
My solution is O(N^6) but I'm not sure if it's correct, and I already spent hours trying to find the correct search for this. Am I thinking well?
",1
37998013,Efficiently searching a large list of URLs,"
I am building a web crawler which has to crawl hundreds of websites. My crawler keeps a list of urls already crawled. Whenever crawler is going to crawl a new page, it first searches the list of urls already crawled and if it is already listed the crawler skips to the next url and so on. Once the url has been crawled, it is added to the list.
Currently, I am using binary search to search the url list, but the problem is that once the list grows large, searching becomes very slow. So, my question is that what algorithm can I use in order to search a list of urls (size of list grows to about 20k to 100k daily).
Crawler is currently coded in Python. But I am going to port it to C++ or other better languages.
",0
37644954,How to implement search in this?,"
I have handled the choice 1 satisfactorily all the others are up in the air. 
I have appended the new books to the end of the file, however i have no way to search a query amongst existing books. Neither do I have the proper code to handle issuing a book and removing it from records and it to the students.txt file.
",-5
37515143,Fastest way to search a table of addresses in C++,"
Just an overview of what I am doing. I'm working with embedded systems and I don't use any dynamic memory. 
As my program is running it will try and write to addresses in flash memory. Some of these addresses however will be mapped to other addresses. I have a table containing the addresses which should be mapped. Therefore before writing to an address, I need to check if this address is located in this table and if so, return the new mapped address. 
I can simply iterate through the table from the beginning to end with a loop to check if the address is there but I am wondering if there is there a faster algorithm to do this? Many thanks in advance for any suggestions. 
",0
37364551,"C++ - With associative array, can't search by key after sorting by value","
In the below code, I have an associative array which contains the letters of the alphabet as keys and an arbitrary value associated with them.  I have implemented a quick sort function to sort them based on value descending.  I have a binary search function to search for a particular key (letter).  The binary search works fine before I sort, but after I sort only some of the letters are found using it.  Trying to work through it on my own, I looped through the array before and after executing quickSort() and it seems to confirm that those values still exist, though they are sorted.  What am I doing wrong?
",0
37359299,Ultra fast way to search for an integer substring,"
I am in a situation, where I need to find an integer substring into a range of extremely large strings. I thought of using vector of vectors to store the range of integer strings and similarly I store the integer string to be searched in a vector. Example below:
and the substring into a vector
and I use std::search to perform the search operation over the vector of vectors to find the vector, something like this
On testing it took about 1m to search for 1000 strings from the range of 10 vectors each of length 500000.
There are some data structures that are ultra fast such as  unordered_map, but i doubt to use the data structure for my data. I would appreciate any suggestion or links to any container or data structure that are efficient in terms of both time and space. 
Note:
1) There is no possibility to sort the data, as I loose the data representation by sorting.
2) I am not searching for individual items, indeed for  substrings of integers. 
Edit
The original length of string may be 100000000 in each vector and the length of substrings 100,  1million  in number.
",0
37333110,How to extract a multiline text segment between two delimiters under a certain heading from a text file using C++,"
I have made a program that, based on user input, generates the following .txt word list:

<>fauve:
""--------------------------------------------------------------------------------------------""
Definition of fauve:
1 : of or relating to painters practicing fauvism
2 : vivid in color
Example 1 of fauve:
""Fauve colors brought sizzle back to tableware, but could you really
  eat off a Rorschach of orange, black and pink?"" - Julie V. Iovine, The
  New York Times Magazine, 14 Mar. 1993
Example 2 of fauve:
""Three were landscapes.. The other was a later painting of Adele, pale
  and strained, standing in a big hat with her arms loose amid fauve
  colours of red, mauve and green."" - The Economist, 19 Feb. 2011
Explanation of fauve:
When French art critic Louis Vauxcelles spotted a statue reminiscent
  of 15th-century Italian art in the midst of works by an avant-garde
  group of painters-principal among them Henri Matisse-at an exhibit in
  Paris in 1905, he verbalized his shock with the words ""Donatello au
  milieu des fauves!"" (""Donatello among the wild animals!""). His
  reaction was to the painters' unconventional use of intensely vivid
  color and free treatment of form, and apparently his words weren't far
  off the mark in describing their art: Matisse and company's art
  movement became known as ""Fauvism"" and the artists flourishing in it,
  the ""Fauves."" In 1967, the intense impact of their colors was still
  vibrant, inspiring one writer for Vogue to use fauve as an adjective
  to describe the colors of a ""striking"" flowered coat-and that use can
  still be found today vivifying colors.
  ————————————————————————————————————————————————————————————————————————————————————————————

(PS: the quotation marks around the line of hyphens were added so it will display as in the text file. When pasting it in directly, it just made the headline bold. It is really just the word, then carriage return, then the line of hyphens, then two carriage returns before “Definition.”)
The program appends a new entry every time it is run except when the proposed entry already exists.
What I would like to do is to create another program that captures all the text between the line of hyphens and the line of underscores and displays it based on the user input “fauve.” Below is a rough sketch of said program, in which only the code required for assigning the delimiters and printing out the text segment is missing.
",-6
37227125,C++ Binary Search Not Working Correctly - Finds Element Not in Array,"
I am running the binary search algorithm in C++ but it gives me spurious results. For example, searching for the value 21 gives me a 

""Value is Found""

message but my array consists only of numbers from 0 to 20.
Any help is greatly appreciated.
",1
37221232,How to search in a Range Tree?,"
I read several slides, like this one's last page, where the describe the search algorithm. However, I have a basic question. The data lie in a 2D space.
I first build a Binary Search Tree based on the x value of the points. Every inner node holds a BST based on the y value of the points that lie in the subtree of that inner node.
Then I think I should search for the points that lie in the range query [x1, x2] and then check if for that points the requested [y1, y2] range query is satisfied. However, the algorithm suggests that you should search in the y-based BST of an inner node, if the range of the inner node is inside [x1, x2], but I don't get that.

If we do that, then in an example I have, we will search (without a reason) the y-based BST of the root. Check the example:
And the range query I wish to perform is (-oo, 1) x (0, 5)*.
If I look at the root, it has value 0, thus it's enclosed in (-oo, 1), so if I follow the algorithm I am going to search the whole y-based tree of the root?
That should be a tree that contains all the points, so there is no point in continuing searching in x-based tree. Moreover, that will result in more visited nodes than the necessary.

I am implementing that in c++, if that matters.
*Performing a range query for x's in the range [-inf, 1] and y's in the range [0, 5].
",3
37090937,C++ Running Time of Algorithms,"
I've made Naive Approach/Finite Automata search algorithms as homework. Professor also asked for us to print run time of each algorithm. I tried; 
this stuff but it can't compute outside of main... I think.
Here is my code;
Edit: I need help about how to compute time of Naive Approach Search Algorithm and Finite Autoamata Search Algorithm.
",-4
