answer_id,answer_body,answer_vote,question_id
43547229,"
Use std::sort with your own comparator. I would solve it like this: 
",-1,43547188
43525260,"
Try to change your input loop:
Can you provide sample input that you use and what output you expect?
",0,43524228
43483781,"

I have following error: ""Error C2065 'compareById': undeclared identifier""

Like always, compareById must be declared before you use it.  (Unless it's a member of the same class as an in-class function, but it doesn't seem to be a class member at all.)

It is illigal when i want to execute this method on const object

Sounds like you just need to make your function a const member function.  Declare it like
and you will be allowed to call it on const objects.
",1,43483745
43476210,"
I assume you know how to read a file in C++, if not, please look at it, for example on this tutorial.  
For the sorting part, you could use a STL container
to store the ids. I would recommend a map with the id as key and the string as value. 
The advantage of the map, is that it's already sorted (ascending order).
If you use another container, you should look at the sorting algorithms if you want to understand how they work. For instance bubble sort, selection sort, quick sort or merge sort for the main ones. 
However if you want to sort without any implementation, have a look at this.
This doesn't provide you a specific answer for your problem, but it can help you start.
[UPDATE]
I didn't read correctly and I haven't seen that multiple lines could have the same ID. A map would not necessarily be the most suitable container. 
",1,43474663
43466841,"
Sorting the vector can be done using std::sort and finding the range of elements that have the specified weight can be done with std::equal_range.
However, as Daniel pointed out in the comment, it is likely that getASpecificWeight() returns a double and not a Structure, so in order to call equal_range we either need to create a dummy Structure or a function object that compares doubles to Structures with the desired semantics. A single lambda doesn't work because the binary search needs to be able to compare Structures to weights both ways.
Alternative 1:  Using a dummy Structure
So first, lets create a dummy Structure, since this is less code.
In total, it might look something like this
If you need to modify the elements in the structures vector, you can replace cbegin and cend in the call to std::equal_range and the if-condition by begin/end respectively.   
Alternative 2: Handcrafted function object
However, I personally don't think creating the dummy struct is very clean, so lets see how a custom function object would improve the code.
The function object itself can be defined as
Then the code would look like this:
Alternative 3: Using Boost.Functional/OverloadedFunction
As you can see I'm bad at naming things, so having to name the function object used to compare Structures to weights is kind of awkward, in particular if it only used in this single place. If you have access to Boost, in particular to Boost.Functional/OverloadedFunction, you can use two lambdas instead of the handcrafted function object. 
The code then looks like this:
",1,43466570
43442346,"
The value_type of the iterators returned by m.begin() and m.end() is a std::vector<int>. Hence, your lambda needs to take that type for both of its parameters.
Note: I am using the at() member function here rather than operator [] to prevent UB should you ever mistakenly attempt to sort by in invalid index.
Demo
",3,43442312
43442349,"
When you want to sort a std::vector<std::vector<int>>, the items of the container are of type std::vector<int>, not int. Hence, you cannot use a lambda with the declaration
to sort such a container. You need to use a lambda with the declaration
or
Using the first version is expensive since it will end up making copies of std::vector for each call to the lambda. Hence, it is recommended to use the second version.
",2,43442312
43442438,"
Although not the most efficient solution, the simplest thing to do would be to transpose your 2D vector (aka matrix) sort each vector and then transpose again. Here is a tested, working function that will do this for you:
Again this isn't the most efficient or the most modern way to sort a matrix by columns but it works and is simple to understand.
",0,43442312
43455436,"
So what you want is a C++ implementation of a Schwartzian transform. I don't have a simple solution in a few lines of code, but I did implement a Schwartzian transform utility in a C++14 library of mine. Unfortunately it relies on proxy iterators, which aren't handled by std::sort (at least not until the Ranges TS), but you can use any other sorter from the library instead. Here is how you could write the sort function mentioned in your question:
When called this way, the sorter will cross [left, right) and create std::distance(left, right) pairs associating an iterator it to f(*it). Then it will use the passed sorter (default_sorter in the example above, which is a pattern-defeating quicksort at the time of writing) to sort the collection of pairs. Proxy iterators are used under the hood so that elements of the original collection are swapped whenever pairs are swapped.
I wouldn't say it's quite simple, but it should solve your problem. If you don't want to rely on an external library, you can still take inspiration from the soure code. It is under a permissive license, so you can do pretty much whatever you want to with it if you need to use elements from it.
Anyway, it looks like it mostly satifies your requirements:

It doesn't allocate additional instances of T (unless f returns a new instance of T since it stores the return value of f).
It applies f exactly std::distance(left, right) prior to the actual sorting.
It maintains the overall complexity of O(n log n) if used with an O(n log n) sorter.
This latest bullet is the only one not being satisfied: it doesn't use std::sort because std::sort isn't smart enough as of today, but it can use equivalent algorithms without you having to write your own.

",3,43437958
43438282,"
If you want to stick to std::sort just write a comparator that caches the value of your function for every instance of T.
Example:
You can find a complete example here: https://gist.github.com/PandarinDev/ee75b095c4cc256a88496f1985bf57ba
This way evaluate(const Foo&); (f(T) in your case) will only be ran N times, where N = the number of unique instances of Foo.
Edit: As mentioned below in the comments, if the copy of T instances into the map is a problem to you, you can use a unique identifier - such as the address of your object - as a key instead of the object itself.
",0,43437958
43354834,"
I am not sure if I get you right, but what you can do is to measure time before and after call of sorting functions. For time measurement C++ has various tools for example std::high_resolution_clock which I am using in code bellow. You can then observe how sorting algorithms behave on arrays of different sizes. There I wrote you template function which should be usable with every sort you plan to implement(don't forget to include chrono header):
You can call it like this :
Note that you can change precision of duration cast:
",2,43353964
43352694,"
Actually you never get to the point where You assign value to arrC[13] which is the last 14 element. In last iteration for your outer loop i==6 and the same for the inner loop. So you end when i+j is equal to 12.
",3,43352282
43347061,"
You only need to swap the pointers, and just iterate from 0 to 2, because you are comparing with the next value i+1
Working code
Note: 
I used strncmp because it is more safe, you can specify n: Maximum number of characters to compare.
",1,43346459
43347553,"
Smaller inner loop than before. A argument for the size of the array.
",0,43346459
43348295,"
For starters this declaration
declares an array of pointers to first characters of string literals. In C++ string literals have types of constant character arrays so a correct declaration of the array should look like
To sort the array means to rearrange the elements of the array that is the pointers. The string literals themselves will be unchanged. All you need is to swap pointers to string literals not the string literals. Moreover string literals are immutable. So in any case you may not do what you are trying to do in the program shown in your question. You could do that if instead of the array of pointers to string literals you used a two dimensional array of strings. That is if the array would be declared for example like
You could use standard C++ algorithm std::sort. For example
The program output is
If you want to use the bubble sort method to sort the array then the program can look like
The program output is the same as it is shown above that is
",0,43346459
43347832,"
The problem was very trivial. I wasn't printing final array...
",0,43346421
45113400,"
I coded up a pretty straight forward implementation of your algorithm: 
I'm not sure what the exact algorithmic complexity is, but you can see two things: 

At the beginning, there are very few collisions, so the inner loop doesn't actually depend on T, so it behaves more like O(N*k) (where k is the average number of times you can assign a particular score).
Even if N grows very large, not all scores can actually be processed, because the algorithm can terminate early and compares the latest free day against the earliest da a score can be assigned to.

Of course, you can create an worst case input, where you have T*(T+1)/2 passes of the inner loop (for N == T and k = 1 and min_i = 1) but my gut feeling is that on average it is much better than O(N*T) or at least has a very small constant (actually, the sort could be the dominant factor).
Long story short: I'm pretty confident that your algorithm is in fact applicable in practice and could probably be further improved by more intelligent data structures as suggested by Prune.
",1,45108935
45111736,"
If you maintain a table of available intervals, I believe that you can keep this to O(N + T).  Don't range through the entire length T each time; just check your list of open intervals and begin at the first available interval that contains the input line's Y value.  There will be no more than N/2 intervals in this ""open"" list, and either hashing or a binary search can keep the complexity under control.
",0,45108935
45100697,"
If you store the available days in an ordered set, then you can perform your algorithm much faster.
For example, C++ provides an ordered set with a lower_bound method that will find in O(logn) time the first available day after the starting time.
Overall this should give an O(nlogn) algorithm where n = T+input_size.
For example, I suspect that when you have your 4 tasks of penalty 120 to assign from day 3 onwards, your current code will loop over days 3,4,5,etc. until you find a day that has not been assigned.   You can now replace this O(n) loop with a single O(logn) call to lower_bound to find the first unassigned day.  When you greedily assign the days, you should also remove them from the set so they won't be assigned twice.
Note that there are only T days so there will be at most T day assignments.  For example, suppose all tasks have starting time 1, and quantity T.  Then the first task will take O(Tlogn) time to assign, but all subsequent tasks will only need a single call to lower_bound (because there are no days left to assign), so will take O(logn) each.
",0,45099645
45088120,"
You are using values in a to merge, but you are putting sorted subarrays in na. The merge operation will only give you a sorted array if the subarrays are sorted. As BLUEPIXY suggests, you need to be using one container for storing sorted subarrays and for merging sorted subarrays: whether you use a or na for that purpose is immaterial but a would be the better choice since you already have it.
",0,45087659
45088245,"

Try to read the guidelines for asking a question on StackOverflow.
In mergeSort , you are merging unsorted arrays instead of the sorted ones (void merge_sort(int a[], int p, int r) : since you are merging a[], you should sort a[] and not na[]).

Otherwise merge segments of na[] and copy it to a[] in each function call to merge_sort(:);
",0,45087659
45071031,"
The Comparer function is supposed to return true if the first item in the parameter list is placed before the second parameter when the list is sorted, false otherwise
Unfortunately, your Comparer function doesn't return true or false.  Instead it is returning the value of calling the std::string::compare function, which returns -1, 0, or 1 depending on the results of the comparison.
To fix your function, do this:
That will return true if s1.FirstName < s2.FirstName, and false otherwise.
Or simply do this:
",3,45070941
45068836,"
There are a couple possible ways to do this. The easiest way is to wrap name, x, and y in a struct:
Then you can have a std::vector<Person> people and sorting it would be (assuming C++14)

However, if you know that this will cause performance problems due to fewer elements fitting in the cache (that is, you'd frequently iterate over only x or only y and you are in a very constrained environment such as high performance gaming), I'd suggest only sorting one vector. Unless you know what you're doing, you'd need to benchmark both options.
Basically, have a vector that keeps track of the ordering:
Then you can simply iterate over ordering to go through each parallel vector in the new order.
It's possible that the extra level of indirection will make it less efficient. For example, the CPU might think that there's a data dependency where there is none. Furthermore, the extra data we are keeping track of in ordering could easily take enough room in the cache to counteract the benefit of separating name, x, and y; you'd need to know the specifications of your target architecture and profile to be sure.
If you would want to keep iterating over them in this new order, you would want to use this ordering vector to sort the other vectors, because the access to the elements would become random. That would counteract the benefit of keeping the vectors separate (unless the vectors are small enough to fit in the cache anyway).
The easiest way to do that would be to create a new vector:
Reconstructing the vectors like this is probably what you want to do if the sorting happens during initialization.
",4,45068782
45068948,"
It sounds like you want a struct to keep the data together. For example:
From there, you'll want a comparison function to do a custom sort that ensures you are sorting from the field you want to sort by:
",1,45068782
45048794,"
In C++, all types are throwable and catchable, but you are only catching subclasses of std::exception.
The best fix to your code would be changing your throw statement to:
",2,45048539
45048841,"
If you want to catch an exception, you should throw an exception, not a const char*.
See this answer: c++ exception : throwing std::string
",0,45048539
45048778,"
You're throwing a const char* not an std::exception. So catch it as a const char*:
Or throw an std::exception.
Remember that you can throw many types and have many catch blocks, the one that will be invoked is the one that matches the type of the thrown exception.
",0,45048539
45002123,"
Most typical systems use ASCII or some derivative of it. In ASCII, all the lower case letters come after all the upper case letters, so 'A' < 'Z', and 'a' < 'z' and (the part you may not have previously expected,  'Z' < 'a'. That is, the order (with some others interspersed in between) is A..Za..z.
When alphabetizing, most people (apparently including you) would generally prefer something like AaBbCc...Zz instead.
We could implement this with a table specifying the relative order we want--but this requirement is common enough that the standard library already provides for it. std::locale includes a collate facet, which overloads operator() to do a comparison suitable for that locale. That overload will be used automatically by std::sort if we specify the locale as the comparison operator, so we can do something like this:
The ""locale without a name"" selects the locale for which the computer has been configured, so it's typically a fairly save choice. It looks like you're dealing with French, where you also have letters with accents and graves and such. The locale should know how to sort those correctly as well.
If you need to specify sorting for some specific locale (regardless of how the user's computer is configured) you can do that as well. For example, if I wanted to use French-Canadian sorting even though my computer is configured for US English, I could specify:
The exact set of strings that are accepted varies with the compiler. The only ones listed in the standard are ""C"" (which is what you already got by default), and """". It's up to the implementer to decide on what others to support. The ""fr-CA"" I used above is supported by Microsoft's compiler, but if you were using gcc on Linux (for example) you might need to specify some other string to get the same result.
At least with Microsoft's current compiler, either """" or ""fr-CA"" will do to sort these strings as you want them:
For these characters, almost any locale other than ""C"" will probably do the job. If you might have diacritical marks, however, you'll just about need the right locale to get them correct.
",3,44998169
44985305,"
As you know, it is memory that is taking all your time.
Cache misses are bad, but so are stalls.
From this paper:

Applications with irregular memory access patterns, e.g.,dereferencing chains of pointers when traversing linked lists or trees, may not generate enough concurrently outstanding requests to fully utilize the data paths. Nevertheless, such applications are clearly limited by the performance of memory accesses as well. Therefore, considering the bandwidth utilization is not sufficient to detect all memory related performance issues.

Basically, randomly walking pointers can fail to saturate the memory bandwidth.
The tight loop on each is blocked each iteration by waiting on where the next pointer is to be loaded.  If it is not in cache, the cpu can do nothing -- it stalls.
The combined tight loop/merge tries to load two pages into the cache.  When one is loading, sometimes the cpu can advannce on the other.
The result you measured was that the merge has fewer stalls that the naked wasted double iteration.
Or in other words,


is a big number and smaller than:


I am surprised this is enough to make a 10% difference, but that is why perf is about measuring.
",3,44984485
44982055,"

std::sort uses operator< unless specified otherwise.
According to the documentation of std::pair:

http://en.cppreference.com/w/cpp/utility/pair/operator_cmp
Comparison operators, such as < are defined as the lexicographical equivalents:

Compares lhs and rhs lexicographically, that is, compares the first elements and only if they are equivalent, compares the second elements.

In your case, this logic will be applied recursively at each pair level.
",2,44982041
44982757,"
It will sort by first element of the first pair of pairs. In another word, the most left value of pair of pairs.
See this simple example.
",0,44982041
44974040,"
Well, there is not need to create new space at each call of merge.
std::vector<int> L(&array[0], &array[lo]); will actually create space to accomodate lo elements and will perform lo copies as well.
You are never gonna use more then O(n) additional space for storing values. So, why don't you allocate a buffer large enough accommodate the 
a copy of the whole vector upfront and make each recursive call operate on a specific portion of the data? this way you don't have to create new vectors at each call.
Plus, I will also encourage you to make the mergesort works on iterators instead on vector<int> only. An interface like the following should be enough. 
On Github you can find a version of mergesort I have implemented a while ago. It should be enough I guess.
",0,44973765
44974147,"
The only additional memory you need for merge sort is array of size n for merging any of two sorted vectors produced on any step of the algorithm. Obviously, your solution uses more. On first merge it allocates two vectors of n/2 length , then it will be four vectors of n/4 and so all, giving n * log(n) in total. That's slightly more than n.
The cost for allocating vector is generally linear from its length (if copying vector's elements can be done in O(1)), but you should remember that allocating memory on the heap is expensive operation if you did not use custom allocator. Allocating memory may issue a system call, which may use complex algorithms to find the continuous piece of memory to satisfy your requirements. It may even need to move already allocated pieces of memory somewhere else. So there's really no point in allocating memory many times if you can stick with just a single allocation.
",0,44973765
44957194,"
",1,44957144
44957230,"
example:
You should begin from last element array, and decrement iterator (i) to i == 0
",1,44957144
44957331,"
You can simply use a sort function. There is one included with the algorithm header.
the [](int x, int y){return y<x;} part is just to make it descending. Normally it is y>x, at which point you can just omit the third parameter
Here is a repl:
https://repl.it/JQor/0
",-1,44957144
44952686,"
I recommend the following:
1. Create a class or structure with one member for each field.
2. Overload operator>> for your class.
3. Create a std::vector of your class.
4. Read the data file into your std::vector of class objects.  
You can sort the std::vector by writing functors (function objects) that compare by a field, then passing that functor to the std::sort algorithm. 
",2,44952468
44952712,"
Look at regex. You basically need to match the content after the last |.
This pattern should work (working example at regexr.com):
Explanation

\| matches a literal |
(...) creates a capture group (this is the group that you will want to extract)
[...] creates a character set
\d captures digits
\. captures literal .s
+ tells the parser to grab 1 or more of the previous token (in this case, the character group)
$ matches the end of the line
g, m match globally and multi-line, respectively

Thus the entire regex says match starting at a | and then group all digits and . in a capture group until the end of the line.
",1,44952468
44947803,"
You can look into your headers and see which function gets called if the extra buffer isn't available. For me on gcc it is
This is of course not standards compliant. The __inplace_stable_sort is a helper function and is not intended to be used directly.
The call by std::stable_sort to this function is a result of the following code
",14,44947510
44948166,"
Unfortunately there is no standard way to tell stable_sort to do the in-place sort.  In C++14 the only options we have 
C++17 added versions that allow the execution policy as you point out but those will not affect the decision either.  If we look at the complexity requirement in [stable.sort] we get

Complexity: It does at most N log²(N) (where N == last - first) comparisons; if enough extra memory is available, it is N log(N).

So it is mandated to use more memory if it is available.
You're either going to have to write your own and you can see Worst case O(nlnn)O(nln⁡n) in place stable sort? about that or find a library that provides the function for you.
",7,44947510
44914361,"
I think the main issue is statement vector<Node> vec(n), which initialises the vector with n ""empty"" nodes before you additionally add another n nodes with individual values. So if you sort ascending, and then print the first n nodes, it is very likely that you print the ""empty"" ones, i.e. the ones with value 0 (which shine up in the beginning).
So mainly you should write 
Further, as stated by others, a comparison function used for std::sort must meet 
a strict weak ordering relation (cf. cppreference.com):

The return value of the function call operation applied to an object
  of type Compare, when contextually converted to bool, yields true if
  the first argument of the call appears before the second in the strict
  weak ordering relation induced by this Compare type, and false
  otherwise.

This means, among other requirements, that...

For all a, comp(a,a)==false

",0,44914167
44914525,"
Let's go through each mistake:
Issue 1:
You are calling push_back on a vector that has already been sized to n entries.  Thus in the input loop, you're just adding more items to the end of the vector, thus increasing its size.
The correction should be as follows:
Issue 2:
The comparison function for std::sort requires a strict-weak-order.  In other words, your function must uniquely state, when given two items, which item comes first in the sorted order by returning true if the first item comes before the second item, false otherwise.
Your comparison function violates this,  since you return true if A == B, and true again if B == A.  So does A come before B or B come before A?  
Of course, this will not work correctly and will totally throw off the sorting algorithm if you have duplicate items in the vector (this is what Visual C++ debug runtime does to check if you have a valid comparison function -- the comparison function is called twice and checks the return value for both calls).
The correction should be as follows:
Also note the usage of passing by reference instead of by value.
",1,44914167
44904368,"
Actually my recursive quicksort was wrong. While testing with a vector of ints I used a slightly different version, in wich the partitioning of the array was performed in another function. This version is flawed since I'm passing to the recursive quicksort (divide and conquer I understand..) the same high and low indices that are used in the algorithm...so I'm passing the same index...hence no sorting.
",-1,44900919
44868136,"
Try this code.
void bubblesort(type list[], int size)
{
    for(int i=0;i


}
",0,44867604
44868086,"
Implementing bubble sort for integers is straight forward. A simple google of bubble sorting will answer that for you. Strings are slightly different. You would have to grab the first character of the string 
then youre back to a simple integer bubble sort.
",0,44867604
44862850,"
boost::multi_index_container allows you to define a container of any type with any number of different indexes, or views.
The container keeps the indexes up to date automatically upon insertion and removal.
It's a massive template library which takes a little time to get used to, but the documentation is good, with plenty of examples.
Here's an implementation expressed this way:
expected output:
documentation here: http://www.boost.org/doc/libs/1_64_0/libs/multi_index/doc/index.html
",5,44862484
44863052,"
Consider replacing your vector of Person, by vector of pointer to Person.  With that in place, it is pretty cheap to swap two Persons just by swapping the pointers.  Then use the functors defined in your class to put the pointers in the desired sort order, and start printing.
",2,44862484
44862986,"
I would use 3 std::set instances of std::shared_ptr<Person> each sorted by corresponding field of Person:

By using std::shared_ptr you will not waste memory when storing
objects in several containers.
std::set is already sorted container, so that you have not to sort
it every time when using it, just enumerate elements from begin to
end.

",2,44862484
44862705,"
IMO, the approach you are using right now is good to go i.e. sort whenever you need it on runtime. For larger datasets, you need to first evaluate your requirements in terms of memory and processing power. For example, for a very large dataset, you won't be able to sort it in memory. And, there'll be synchronization issues in case you decide towards a multithreading solution. So, you'd be needing some specialized solution like a DBMS where you can query sorted data as you required on runtime. You'll have features like indexes to optimize query time.
",1,44862484
44862728,"
Among many it depends primarily on 3 factors -
1. Data Size
2. What kind of performance you are looking at
3. Amount of space (memory) you can trade off for #2
In general std::sort() performs at an avg at nlogn - 

Complexity On average, linearithmic in the distance between first and
  last: Performs approximately N*log2(N) (where N is this distance)
  comparisons of elements, and up to that many element swaps (or moves).

Now if your use case involves  the sort methods to be invoked too often, it might make sense to pre-sort and save the vectors - In which case you will have considerable performance gain. Now in this design you have to factor in cases like is the collection modifiable? If yes then how often? then you have to consider avg case insertion performance hit.  
So in summary it depends
",1,44862484
44862732,"
Instead of sorting vector of objects (which is rather is expensive for complex objects that have many fields) you should build several vectors of indexes to objects stored in main vector and sort them by various criteria.
Also sortSurname should take a const reference to avoid copying:
",1,44862484
44862753,"
If the vector is small or the elements are cheap to copy you can probably just re-sort it when needed without any problems.
If the elements of the vector are large and expensive to copy you can sort the vector once in one of the ways you need and then create a second vector of std::reference_wrappers and sort that a different way, to create a second ""view"" of the original vector that does not modify the original nor copy the elements to the second vector.
As for container choice; just go with std::vector unless you specifically need some special property of one of the other containers.
In any case, benchmark different solutions (with a optimized build) and measure the performance of different solutions before setteling on one.
",1,44862484
44860409,"
I think the correct way to use a std::lock_guard in your case is:
You probably have other issues. For example, your first join() will just block forever.
",0,44860208
44855205,"
std::sort takes iterators: Although a custom sort could likely take both indexes and the values in a single sort step, it's unlikely to be of much use (and may require different algorithms, making it slower).
Algorithm Design
Why? Because std::sort performs in O(n*logn) time. Moving elements from the sorted indexes will take O(n) time, which is relatively cheap in comparison.
Using the example from above, in the link given, we have this existing code:
We can now create a sorted array from these indexes, a cheap step:
If copying the values is too prohibitive, you can use a std::reference_wrapper to create a non-nullable wrapper. 
Even for large arrays, this should be pretty efficient.
Caution
Don't try to sort two arrays at once. Don't try to move items in your value array when sorting the index array. Why? Because the comparison is index-based for the value array: moving items will destroy the sort in the original array. Since moving the items to the correct position is so cheap once you have the sorted indexes, don't worry about performance here: the sort is the bottleneck.
",1,44854972
44855563,"
The reorder of the array(s) or vector(s) according to sorted indices can be done in place in O(n) time. This example sorts two arrays using a third array of indices. During the reorder, the array of indices is restored back to it's original state of going from 0 to n-1. I manually did the iota part in this example, and it doesn't use templates, but could be easily converted to templates and vectors:
or an array of pointers can be used instead of an array of indices, which allows a normal compare function instead of a lambda compare function.
",0,44854972
44794887,"
The problem of your comparison algorithm is for case when a.first < b.first. You must rewrite the logic for something like:
bool comp(const pair<int, int> &a, const pair<int, int> &b) {
    if (a.first == b.first) {
        return (a.second > b.second);
    } else {
        return (a.first > b.first);
    }
}

Comrarison for second is used only when first are equal, so first check the first with ==
",0,44794817
44794919,"
You didn't handle in your code the case where a.first < b.first. A complete version would be:
Or:
Which can be simplified into:
",0,44794817
44739529,"
You are on the right track. Here are areas for improvement:

Your code is incomplete: you do not read the student details. You can use fscanf() for that.
You sort based on the conversion of the grades to int.  This might be incorrect if the grades are not whole numbers.

Complete your code and fix your sorting function this way:
",0,44739235
44727962,"
Vector declaration is correct, vector construction is incorrect.
std::vector does not have a constructor which accepts two arguments of vector's element type.
If you want to initialize vector with the values from your code - change this line to:
See list initialization for detailed explanation how it works under the hood.
Edit:
For earlier than C++11 stardard - see this post.
Or if you don't care about this explicitly to be a single-statement assingment - just use push_back:
",2,44727859
44725359,"

This doesn't really make sense to me since the key is the same and the
  memory is already allocated by the time sorting starts.

The difference is not due to allocations taking place. The size of the vector doesnt change while sorting, so there are no allocations. However, sort has to copy the elements around to put them in the right place. And it shouldnt be too surprising that copying a double, 3 strings and an int takes more time than copying a single double.
",3,44725194
44745909,"
Finally found the bug. I was actually pushing an element extra in each row. 
As one could notice, program is checking for column number to be n, while it actually ranges from 0 to n-1. 
",1,44722146
44688981,"
You can use a custom function that compares strings with a special case for digits:
Depending on your sorting algorithm, you may need to wrap it with an extra level of indirection:
",1,44688918
44688985,"
I think you can play around with your data structure. For example instead of vector<string>, you can convert your data to vector< pair<int, string> >. Then {""good_6"", ""good_7"", ""good_8""...,""good_660""} should be  {(6, ""good""), (7, ""good""), (7, ""good"")..., (660, ""good"")}. In the end, you convert it back and do whatever you want.
Another way is just to define your own comparator to do the exact comparison as what you want.
",0,44688918
44689084,"
You can use string::replace to replace string ""good_"" with empty string, and use stoi to convert the rest of the integral part of the string. Lets say the value obtained is x. 
Create std::map and populate it in this way myMap[x] = vec_element. 
Then you can traverse from m.begin() till m.end() to find sorted order.
Code:
",0,44688918
44689283,"
If I understand your question, you're just having trouble with the sorting and not how you plan to change the names after you sort.
Something like this might work for you:
",0,44688918
44689113,"
Managed to do it with the following compare function:
full file name was good_0.png, hence that find_last_of(""."").
",-1,44688918
44664344,"
You can do it like this for example:
",0,44663158
44664571,"
Currently, you can use a counter and use it as flag, something like:
Demo
",0,44663158
44662979,"
Writing this up so we can archive the question ...
(1) Write a linear search function that takes the array and a value, then returns the index of that value in the array.
(2) The -1 failure return results in array access out of bounds -- this is a coordination problem between the original code and the search function.  Removing that line returns NULL instead, which results int he desired functionality.
",0,44640380
44662951,"
The requirements of the homework, as stated in the original post, did not restrict calling an additional function so I added a linear search function to the program, called it from within back_rec_sort.  However, I kept getting a hexadecimal garble in the array, as linked in comments, so I debugged as suggested by Prune, deleted the ""return -1"" from the search function and it works.  I would like to learn more about how to determine corner cases for testing, debugging and on writing assertions.  
",0,44640380
44614630,"
Instead of comparing values pointed to by the pointers in statements like this
you are comparing pointers themselves.
You should rewrite the condition like
",0,44604472
44570639,"
There is nothing wrong with your input or output. The program is sorting string and is not ignoring any char or digits.
The ordering you obtain is an alphanumeric one.
Infact executing it on the following input:
yelds:
which is clearly ordered alphanumerically.
To fix the problem you can

make  vector<std::string> sort_vec; a vector<long long> sort_vec;
making sure to convert the line you read from the file to a long long (or whatever type you like using std::stoll function.

Something like the following should work:
sort_vec.push_back(std::stoll(text_input));

Another option is to use a custom comparator. The only change in this case is in the way you call sort.

The following alone should do the trick:
As suggested by  @Toby Speight there is no need to convert the strings to numbers (one good reason to do that is that you cannot sort numbers longer that the maximum number of digits of long long, because of overflow problems.). One can simply compare the lengths of the stings first and if they're equal then proceed with an alphanumerical compare (taking care of any leading zeros). 
I have modified your code and the output i obtain is correct:
input
output
which is what you want.
",5,44570231
44570824,"
C++ defaults to sorting strings in alphabetical order.  The string ""1000115080"" comes before the string ""100011777"" in alphabetical order because the character '5' in the 7th position in the string comes before the character '7' alphabetically.  It's the same reason that the word ""apple"" is sorted before the word ""axe"", even though ""axe"" has fewer characters.  To sort these as integers, either convert strings to integers before performing the sort:
or pass a custom comparison function to std::sort:
As mentioned in the comments, you will probably get the wrong answer if you implement option 2 yourself (leading zeros, negative/positive signs, etc.), so better stick with letting the standard library do the conversion to integers for you.
",1,44570231
1380496,"
A simple example using std::sort

Edit: As Kirill V. Lyadvinsky pointed out, instead of supplying a sort predicate, you can implement the operator< for MyStruct:
Using this method means you can simply sort the vector as follows:
Edit2: As Kappa suggests you can also sort the vector in the descending order by overloading a > operator and changing call of sort a bit: 
And you should call sort as:
",320,44533375
26295515,"
In the interest of coverage.  I put forward an implementation using lambda expressions.
C++11
C++14
",131,44533375
1380481,"
You could use functor as third argument of std::sort, or you could define operator< in your class.
",52,44533375
1380488,"
You are on the right track.  std::sort will use operator< as comparison function by default.  So in order to sort your objects, you will either have to overload bool operator<( const T&, const T& ) or provide a functor that does the comparison, much like this:
The advantage of the usage of a functor is that you can use a function with access to the class' private members.
",13,44533375
37334886,"
Sorting such a vector or any other applicable (mutable input iterator) range of custom objects of type X can be achieved using various methods, especially including the use of standard library algorithms like 

sort, 
stable_sort, 
partial_sort or
partial_sort_copy.

Since most of the techniques, to obtain relative ordering of X elements, have already been posted, I'll start by some notes on ""why"" and ""when"" to use the various approaches.
The ""best"" approach will depend on different factors:

Is sorting ranges of X objects a common or a rare task (will such ranges be sorted a mutiple different places in the program or by library users)?
Is the required sorting ""natural"" (expected) or are there multiple ways the type could be compared to itself?
Is performance an issue or should sorting ranges of X objects be foolproof?

If sorting ranges of X is a common task and the achieved sorting is to be expected (i.e. X just wraps a single fundamental value) then on would probably go for overloading operator< since it enables sorting without any fuzz (like correctly passing proper comparators) and repeatedly yields expected results.
If sorting is a common task or likely to be required in different contexts, but there are multiple criteria which can be used to sort X objects, I'd go for Functors (overloaded operator() functions of custom classes) or function pointers (i.e. one functor/function for lexical ordering and another one for natural ordering).
If sorting ranges of type X is uncommon or unlikely in other contexts I tend to use lambdas instead of cluttering any namespace with more functions or types.
This is especially true if the sorting is not ""clear"" or ""natural"" in some way. You can easily get the logic behind the ordering when looking at a lambda that is applied in-place whereas operator< is opague at first sight and you'd have to look the definition up to know what ordering logic will be applied.
Note however, that a single operator< definition is a single point of failure whereas multiple lambas are multiple points of failure and require a more caution.
If the definition of operator< isn't available where the sorting is done / the sort template is compiled, the compiler might be forced to make a function call when comparing objects, instead of inlining the ordering logic which might be a severe drawback (at least when link time optimization/code generation is not applied).
Ways to achieve comparability of class X in order to use standard library sorting algorithms
Let std::vector<X> vec_X; and std::vector<Y> vec_Y;
1. Overload T::operator<(T) or operator<(T, T) and use standard library templates that do not expect a comparison function.
Either overload member operator<:
or free operator<:
2. Use a function pointer with a custom comparison function as sorting function parameter.
3. Create a bool operator()(T, T) overload for a custom type which can be passed as comparison functor.
Those function object definitions can be written a little more generic using C++11 and templates:
which can be used to sort any type with member i supporting <.
4. Pass an anonymus closure (lambda) as comparison parameter to the sorting functions.
Where C++14 enables a even more generic lambda expression:
which could be wrapped in a macro
making ordinary comparator creation quite smooth:
",11,44533375
1380493,"
Yes, std::sort() with third parameter (function or object) would be easier. An example: 
http://www.cplusplus.com/reference/algorithm/sort/
",4,44533375
1380487,"
In your class, you may overload the ""<"" operator.
",3,44533375
