tag_name,tag_description,question_id
path,"
                The general form of a file or directory name that specifies a unique location in a file system.  In many Linux and Unix-like OS the PATH (all upper case) variable specifies the directories where executable programs are searched for. 
            ",12353429
include,"
                A provision that many programming languages provide to allow functionality defined in one file to be used in another.
            ",12353429
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11764399
algorithm,"
                An algorithm is a sequence of well-defined steps that defines an abstract solution to a problem. Use this tag when your issue is related to algorithm design.
            ",11764399
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11764399
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11675884
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11675884
replace,"
                Replacing is the action of searching a string for a sub-string and replacing it with a different string. 
            ",11675884
tab-delimited,"
                The tab delimited format stores information where each record takes one line of storage in the text file and individual fields in one record are separated by a ""horizontal tab"". A tab (also known as a character tab) can be horizontal or vertical. Unless specified otherwise, a tab character usually refers to a horizontal tab. 
            ",11675884
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11584993
arrays,"
                An array is an ordered data structure consisting of a collection of elements (values or variables), each identified by one or multiple indexes. When asking about specific variants of arrays, use these related tags instead: [vector], [arraylist], [matrix]. When using this tag, in a question which is specific to a programming language - tag the question with the programming language being used.
            ",11584993
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11584993
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11462153
string,"
                A string is a finite sequence of symbols, commonly used for text, though sometimes for arbitrary data.
            ",11462153
algorithm,"
                An algorithm is a sequence of well-defined steps that defines an abstract solution to a problem. Use this tag when your issue is related to algorithm design.
            ",11462153
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11462153
pattern-matching,"
                Use this tag for questions about testing whether a data structure has a particular shape or contains particular values in certain locations. Many functional languages provide pattern matching constructs. Most questions in this tag should also have the tag for the language you are programming in.

Do not use this tag for regular expression questions, use regex tag instead; similarly, for pattern matching (globbing) in POSIX-like shells, use glob tag. 
            ",11462153
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11424198
file,"
                A block of arbitrary information, or resource for storing information, accessible by the string-based name or path. Files are available to computer programs and are usually based on some kind of persistent storage.
            ",11424198
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11424198
folder,"
                A folder or directory is a virtual container within a digital file system, in which groups of computer files and other folders can be kept and organized.
            ",11424198
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11407114
c,"
                C is a general-purpose programming language used for system programming (OS and embedded), libraries, games and cross-platform. This tag should be used with general questions concerning the C language, as defined in the ISO 9899 standard (the latest version, 9899:2018, unless otherwise specified—also tag version-specific requests with c89, c99, C11, etc). C is distinct from C++ and it should not be combined with the C++ tag absent a rational reason.
            ",11407114
algorithm,"
                An algorithm is a sequence of well-defined steps that defines an abstract solution to a problem. Use this tag when your issue is related to algorithm design.
            ",11407114
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11407114
selection,"
                The selection can refer to text that has been highlighted, or it can refer to a choice made in UI elements that require one, e.g. a particular option in an HTML `select`.

Selection is also the stage of a genetic algorithm in which individual genomes are chosen from a population for later breeding.
            ",11407114
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11380521
templates,"
                The templates tag is used in multiple contexts: generic programming (especially C++), and data/document generation using template engines. When using this tag on implementation heavy questions - tag the code language the implementation is written in.
            ",11380521
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11380521
comparison,"
                Questions about data comparison and efficient ways to accomplish it. Please avoid using this tag for generic (meta) comparison of two issues or concepts.
            ",11380521
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11362576
string,"
                A string is a finite sequence of symbols, commonly used for text, though sometimes for arbitrary data.
            ",11362576
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11362576
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11334739
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11334739
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11133752
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11133752
active-directory,"
                Active Directory (AD) is a distributed directory service created by Microsoft. It stores all information and settings for a deployment in a central database. AD allows administrators to assign policies, deploy and update software. AD networks can vary from a small installation with a few computers, users and printers to tens of thousands of users, many different network domains and large server farms spanning many geographical sites.
            ",11133752
ldap,"
                Lightweight Directory Access Protocol (LDAP), is an application protocol for accessing and maintaining distributed directory information services over an IP network.
            ",11133752
windows-server-2008-r2,"
                Windows Server 2008 R2 is a server operating system produced by Microsoft.
            ",11133752
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",11099739
string,"
                A string is a finite sequence of symbols, commonly used for text, though sometimes for arbitrary data.
            ",11099739
algorithm,"
                An algorithm is a sequence of well-defined steps that defines an abstract solution to a problem. Use this tag when your issue is related to algorithm design.
            ",11099739
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",11099739
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10906475
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10906475
text-files,"
                The TXT file type is primarily associated with 'Text File'.
Open in Notepad, WordPad, or many other programs designated as text editors.
A true text file will be pure ASCII text with no formatting. 
            ",10906475
sequence,"
                A sequence is an ordered list of objects (or events). Like a set, it contains members (also called elements or terms), and the number of terms (possibly infinite) is called the length of the sequence. Unlike a set, order matters, and exactly the same elements can appear multiple times at different positions in the sequence.

In a relational database, a sequence is an object that is used to generate unique numbers for a primary key.
            ",10906475
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10770854
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10770854
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10721348
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10721348
qt4,"
                Questions specifically relating to the deprecated version 4.x.x of the Qt C++ GUI library. If your question applies to the current major version of Qt, use the tag [qt].
            ",10721348
qstring,"
                A QString is a class in Qt library which implements character strings.
            ",10721348
qcombobox,"
                QComboBox is a Qt class that implements a standard combo-box, which is a list of elements that can contract to occupy less screen space, and expand to show all of the options. 
            ",10721348
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10565405
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10565405
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10555967
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10555967
comparison,"
                Questions about data comparison and efficient ways to accomplish it. Please avoid using this tag for generic (meta) comparison of two issues or concepts.
            ",10555967
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10551977
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10551977
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10517123
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10517123
binary-search-tree,"
                A binary search tree is a data structure which consists of a root node with left and right child nodes. The left node and all of its descendants have smaller values than the root node, while the right node and all of its descendants have larger values than the root node. The children of the root node follow this same pattern. This gives us a tree consisting of ordered elements.
            ",10517123
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10356489
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10356489
recursion,"
                Recursion is a kind of function call in which a function calls itself. Such functions are also called recursive functions. Structural recursion is a method of problem solving where the solution to a problem depends on solutions to smaller instances of the same problem.
            ",10356489
tree,"
                A tree is a widely-used data structure that emulates a hierarchical tree-like structure with a set of linked nodes.
            ",10356489
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10309828
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10309828
map,"
                A dictionary (or map) in computer science is a data structure that maps keys to values such that given a key its corresponding value can be efficiently retrieved. For questions about Mapping Functions over collections of data, Please Use [map-function] tag; and for geography, [maps].

            ",10309828
constructor,"
                A special type of subroutine called at the creation of an object.
            ",10309828
struct,"
                A keyword in various programming languages whose syntax is similar to or derived from C (C++, C#, Swift, Go, Rust, etc.). Use a specific programming language tag to tag questions involving use of a `struct` as syntax and semantics can be language dependent. Keyword defines or declares a data type composed of other data types. Each member of a struct has its own area of memory (as opposed to a `union` whose members share a single area of memory).
            ",10309828
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10307209
c,"
                C is a general-purpose programming language used for system programming (OS and embedded), libraries, games and cross-platform. This tag should be used with general questions concerning the C language, as defined in the ISO 9899 standard (the latest version, 9899:2018, unless otherwise specified—also tag version-specific requests with c89, c99, C11, etc). C is distinct from C++ and it should not be combined with the C++ tag absent a rational reason.
            ",10307209
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10307209
pointers,"
                Data type that ""points to"" another value stored in memory. A pointer variable contains a memory address of some other entity (variable or function or other entity). This tag should be used for questions involving the use of pointers, not references. The most common programming languages using pointers are C, C++, Go, and assembly languages. Use a specific language tag. Other helpful tags are method, function, struct, etc. describing the use of pointer.
            ",10307209
c-strings,"
                A string in the programming language C is represented as a sequence of characters followed by a null terminator (represented as \0).
            ",10307209
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",10306092
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",10306092
mfc,"
                The Microsoft Foundation Class Library (MFC) is a C++ framework for Windows GUI programming.  
            ",10306092
path-separator,"
                Questions on dealing with path separators in file systems, i.e. the delimiter symbol used by the file system for path components. The most commonly used path separators are the symbols '/' (""slash"") and '\' (""backslash"").
            ",10306092
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",16199386
list,"
                The list tag may refer to: a linked list (an ordered set of nodes, each referencing its successor), or a form of dynamic array. Not to be used for HTML lists, use [html-lists] instead.
            ",16199386
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",16199386
mapping,"
                Corresponding every element of a given set to a unique element of another set or it may refer to a process of creating data element mappings between two distinct data models (objects)
            ",16199386
member,"
                A member is an element of an object in the object-oriented programming paradigm.
            ",16199386
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",16153784
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",16153784
binary,"
                Binary, the base-2 numeral system, represents numbers using two symbols: 0 and 1. For compiled computer programs, use the ""executable"" tag instead.
            ",16153784
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",16081394
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",16081394
geometry,"
                Geometry is a branch of mathematics concerned with questions of shape, size, relative position of figures, and the properties of space.
            ",16081394
range,"
                A range is an extent of values between its lower and upper bound. It can refer to a DOM Range, the Ruby Range class, the Python range function, Perl 5's `..` operator, Perl 6's Range Class, or PostgreSQL's range types.
            ",16081394
cgal,"
                The Computational Geometry Algorithms Library (CGAL) is a software library that aims to provide easy access to efficient and reliable algorithms in computational geometry.

            ",16081394
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",16071005
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",16071005
binary,"
                Binary, the base-2 numeral system, represents numbers using two symbols: 0 and 1. For compiled computer programs, use the ""executable"" tag instead.
            ",16071005
numbers,"
                A number is a mathematical object used to count, measure and label. Questions about using numbers in variables processing, numbers processing, conversion, display, logical numerical changes, data type existence, etc.

For questions regarding phone numbers, please use tag [phone-number].
            ",16071005
fibonacci,"
                The Fibonacci sequence is the sequence defined by F(0) = 0, F(1) = 1, F(n + 2) = F(n) + F(n + 1).  The first few terms are 0, 1, 1, 2, 3, 5, 8.
            ",16071005
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",16050627
arrays,"
                An array is an ordered data structure consisting of a collection of elements (values or variables), each identified by one or multiple indexes. When asking about specific variants of arrays, use these related tags instead: [vector], [arraylist], [matrix]. When using this tag, in a question which is specific to a programming language - tag the question with the programming language being used.
            ",16050627
function,"
                A function (also called a procedure, method, subroutine, or routine) is a portion of code intended to carry out a single, specific task. Use this tag for questions which specifically involve creating or calling functions. For help implementing a function to perform a task, use [algorithm] or a task-specific tag instead.
            ",16050627
validation,"
                Validation is used to check data to make sure it fits whatever required specifications are set for it.  Typically Validation is used in checking input data, and in verifying data before storage.
            ",16050627
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",16050627
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15973056
arrays,"
                An array is an ordered data structure consisting of a collection of elements (values or variables), each identified by one or multiple indexes. When asking about specific variants of arrays, use these related tags instead: [vector], [arraylist], [matrix]. When using this tag, in a question which is specific to a programming language - tag the question with the programming language being used.
            ",15973056
string,"
                A string is a finite sequence of symbols, commonly used for text, though sometimes for arbitrary data.
            ",15973056
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15973056
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15907187
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15907187
boost,"
                Boost is a large collection of high-quality libraries intended for use in C++. Boost is free, and is often considered a ""second standard library"".
            ",15907187
tree,"
                A tree is a widely-used data structure that emulates a hierarchical tree-like structure with a set of linked nodes.
            ",15907187
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15885752
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15885752
binary,"
                Binary, the base-2 numeral system, represents numbers using two symbols: 0 and 1. For compiled computer programs, use the ""executable"" tag instead.
            ",15885752
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15883645
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15883645
divide,"
                Separate or be separated into parts
            ",15883645
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15868969
string,"
                A string is a finite sequence of symbols, commonly used for text, though sometimes for arbitrary data.
            ",15868969
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15868969
line,"
                The shortest distance between two points. Or, a row of characters in text output.
            ",15868969
contain,There is no usage guidance for this tag … yet!,15868969
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15867874
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15867874
tree,"
                A tree is a widely-used data structure that emulates a hierarchical tree-like structure with a set of linked nodes.
            ",15867874
boolean,"
                A Boolean data type is a data type with only two possible values: true or false.
            ",15867874
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15854542
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15854542
vector,"
                A vector is a single-dimensional array: it contains components that can be accessed using an integral index. In some languages the size of a vector can grow or shrink as needed to accommodate adding and removing items after the Vector has been created. Use 'vector-graphics' for graphic display.
            ",15854542
c++11,"
                Use this tag for code that must compile as C++11 (not using any features introduced in C++14 or later).
            ",15854542
std,"
                The C++ Standard Library, and its namespace. Use in conjunction with [c++].
            ",15854542
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15843296
algorithm,"
                An algorithm is a sequence of well-defined steps that defines an abstract solution to a problem. Use this tag when your issue is related to algorithm design.
            ",15843296
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15843296
compare,"
                The analysis required to assess the differences and similarities between two or more entities.
            ",15843296
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15826836
python,"
                Python is a multi-paradigm, dynamically typed, multipurpose programming language, designed to be quick (to learn, to use, and to understand), and to enforce a clean and uniform syntax. Two similar but incompatible versions of Python are commonly in use, Python 2.7 and 3.x. For version-specific Python questions, use the [python-2.7] or [python-3.x] tags. When using a Python variant (i.e Jython, Pypy, etc...), please also tag the variant.
            ",15826836
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15826836
desktop-application,"
                An application that runs stand alone in a desktop or laptop computer. Contrast with ""Web-based application,"" which requires the Web browser to run.
            ",15826836
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15817465
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15817465
find,"
                This tag has multiple meanings.  Please DO NOT use this tag if you're just trying to find something.
            ",15817465
hashtable,"
                A hash table in programming is a collection that uses a hash function to map identifying values (keys) to their associated values.
            ",15817465
unordered-map,"
                is a C++ class that is an associative container storing a combination of a key value and a mapped value allowing for quick retrieval of elements based on their keys.
            ",15817465
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15713452
arrays,"
                An array is an ordered data structure consisting of a collection of elements (values or variables), each identified by one or multiple indexes. When asking about specific variants of arrays, use these related tags instead: [vector], [arraylist], [matrix]. When using this tag, in a question which is specific to a programming language - tag the question with the programming language being used.
            ",15713452
algorithm,"
                An algorithm is a sequence of well-defined steps that defines an abstract solution to a problem. Use this tag when your issue is related to algorithm design.
            ",15713452
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15713452
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15701784
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15701784
for-loop,"
                A for loop is a control structure used by many programming languages to iterate over a range. It is a way of repeating statements a number of times until the loop ends. Depending on the language this may be over a range of integers, iterators, etc.
            ",15701784
words,"
                A word is the amount of data that a processor can fit in its general-purpose registers -- effectively the amount of data the processor can handle ""at once"". Programming-related questions concerning Microsoft Word should NOT use this tag - use the tag [ms-word] instead. Questions on general usage of Microsoft Word are off-topic for Stack Overflow and should be asked on Super User instead.
            ",15701784
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15675736
file,"
                A block of arbitrary information, or resource for storing information, accessible by the string-based name or path. Files are available to computer programs and are usually based on some kind of persistent storage.
            ",15675736
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15675736
text,"
                Text is a sequence of characters that is most often used to represent a cohesive piece of information.
            ",15675736
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15622854
visual-studio-2010,"
                Visual Studio 2010 is an integrated development environment (IDE) from Microsoft. Use this tag only for questions arising from the use of this particular version of Visual Studio, and not about any code just written in it.
            ",15622854
search,"
                Questions about search algorithm mechanics and implementation.  *NOT* for questions about using search tools within an API (e.g. Google, Bing, Facebook).
            ",15622854
c++,"
                C++ is a general-purpose programming language. It was originally designed as an extension to C, and keeps a similar syntax, but is now a completely different language. Use this tag for questions about code (to be) compiled with a C++ compiler. Use a version specific tag for questions related to a specific  standard revision [C++11], [C++17], etc.
            ",15606745
